Employee_ID,Department,Salary,Experience_Years,Performance_Score,Stability_Index,Projects_Completed
EMP-1475,Engineering,81295,10,50,0.752496230906579,14
EMP-1476,HR,113106,15,84,0.571274856991663,15
EMP-1477,Engineering,101718,13,90,0.47922852411768013,10
EMP-1478,Operations,220000,9,56,0.7779510610768203,47
EMP-1479,Sales,140546,9,89,0.8283865257167518,26
EMP-1480,Sales,85331,15,73,0.5830638593827431,39
EMP-1481,Sales,61282,10,89,0.774002910332942,14
EMP-1482,Finance,47234,10,75,0.6291759264146719,27
EMP-1483,Marketing,97426,8,76,0.8136599923039183,34
EMP-1484,HR,66364,16,79,0.5155448594385508,16
EMP-1485,Sales,50846,17,65,0.9163247015289812,36
EMP-1486,Engineering,69344,5,89,0.5666975659500363,21
EMP-1487,Operations,58270,4,61,0.6133158728985687,31
EMP-1488,Finance,176366,18,70,0.4336933322066029,54
EMP-1489,HR,127787,19,81,0.4646770831463403,34
EMP-1490,Operations,89525,4,68,0.6991999035731503,30
EMP-1491,Operations,162339,7,84,0.5552037525022235,43
EMP-1492,HR,92634,10,91,0.8845785309304728,12
EMP-1493,Finance,63637,18,87,0.40852216541987324,18
EMP-1494,HR,165167,19,51,0.619874548229723,48
EMP-1495,HR,111416,4,76,0.5956604171260738,42
EMP-1496,Sales,59311,10,87,0.4112100259322086,9
EMP-1497,Finance,83227,1,59,0.47213367142029594,26
EMP-1498,Engineering,63273,18,83,0.6399127514528085,19
EMP-1499,Operations,51655,5,83,0.6858614589795191,14
